"ï»¿""Name""",size,Category,Quantity_Available,Retail,Case Retail,Case Pack
BLOCKHOUSE IPL,24/12 OZ BTL,CRAFT,0.00,30.9900,30.9900,1
HEAVY SEAS CROSSBONE,24/12 OZ BTL,CRAFT,0.00,38.9900,38.9900,1
ITHACA DAY DREAMER,24/12 OZ BTL,CRAFT,0.00,39.9900,39.9900,1
TRAVELER FORBIDDEN,24/12 OZ BTL,CRAFT,0.00,35.9900,35.9900,1
PEAK SIMCOE SPRING,24/12 OZ BTL,CRAFT,0.00,38.9900,38.9900,1
VICTORY SAISON DU BUFF,24/12 OZ BTL,CRAFT,0.00,41.9900,41.9900,1
DUCLAW 62 IMP PUMPKIN,24/12 OZ BTL,CRAFT,0.00,41.9900,41.9900,1
LAGUNITAS UNDERCOVER INVESTIGATION,24/12 OZ BTL,CRAFT,0.00,39.9900,39.9900,1
FLYING DOG COUNTER CULTURE,24/12 OZ BTL,CRAFT,0.00,36.9900,36.9900,1
OFF COLOR APEX PRED,24/12 OZ BTL,CRAFT,0.00,58.9900,58.9900,1
BALLAST POINT PALE ALE,24/12 OZ BTL,CRAFT,0.00,38.9900,38.9900,1
LAKEFRONT NEW GRIST GINGER,24/12 OZ BTL,CRAFT,0.00,38.9900,38.9900,1
TOMMY KNOCKER CHILE LAGER,24/12 OZ BTL,CRAFT,0.00,19.9700,19.9700,1
BEACH HAUS HERBS RYE,24/12 OZ BTL,CRAFT,0.00,35.9900,35.9900,1
WEYERBACHER DBL IPA#2,24/12 OZ BTL,CRAFT,0.00,55.9900,55.9900,1
REDHOOK SEEDY BLONDE,24/12 OZ BTL,CRAFT,0.00,14.9700,14.9700,1
DUCLAW QUICKSTART HEART,24/12 OZ BTL,CRAFT,0.00,41.4900,41.4900,1
FLYING DOG COFFEE PORTER,24/12 OZ BTL,CRAFT,0.00,40.4900,40.4900,1
SHORTS HUMA LUPA *4/6 PACK*,24/12 OZ BTL,CRAFT,0.00,12.3500,39.4900,4
ITHACA CREEKER,24/12 OZ BTL,CRAFT,0.00,66.9900,66.9900,1
SUMMIT UNCHAIN US & THEM IPA VARIETY,24/12 OZ BTL,CRAFT,0.00,39.9900,39.9900,1
GREAT SOUTH BAY MASSIVE IPA,24/12 OZ BTL,CRAFT,0.00,40.9900,40.9900,1
SOLE ARTISRY MAPLE ST,24/12 OZ BTL,CRAFT,0.00,57.9900,57.9900,1
SIERRA NEVADA PALE ALE *4/6 PACK*,24/12 OZ BTL *4/6 PACK*,CRAFT,0.00,37.7900,37.7900,1
SAM ADAM OCTOBERFEST *4/6 PACK*,24/12 OZ BTL *4/6 PACK*,CRAFT,0.00,36.2900,36.2900,1
BELLS ROUND HOUSE RED,24/12 OZ CAN,CRAFT,0.00,46.7900,46.7900,1
WISEACRE TARAQSUE SAISON,24/12 OZ CAN,CRAFT,0.00,34.4900,34.4900,1
CLOWN SHOES WHAMMY BAR,24/12 OZ CAN,CRAFT,0.00,41.9900,41.9900,1
MISPILLION RIVER BLACK TIE,24/12 OZ CAN,CRAFT,0.00,40.4900,40.4900,1
SHAWNEECRAFT APIARIUS,24/12 OZ CAN,CRAFT,0.00,42.9900,42.9900,1
TWO BROS DOG DAYS,24/12 OZ CAN,CRAFT,0.00,42.9900,42.9900,1
CIGAR CITY HOTTER THAN HELLES,24/12 OZ CAN,CRAFT,0.00,35.9900,35.9900,1
DESTIHL COUNT CLOCK,24/12 OZ CAN,CRAFT,0.00,48.9900,48.9900,1
UINTA HOP BREWING BABA,24/12 OZ CAN,CRAFT,0.00,34.9900,34.9900,1
21ST AMENDMENT HE SAID,24/12 OZ CAN,CRAFT,0.00,65.9900,65.9900,1
BALLAST POINT VARIETY CAN,24/12 OZ CAN,CRAFT,0.00,49.9900,49.9900,1
SIXPOINT BENGALI TIGER,24/12 OZ CAN,CRAFT,0.00,38.9900,38.9900,1
LONERIDER HOPS YOU RODE IN ON SESSION IPA,24/12 OZ CAN,CRAFT,0.00,36.9900,36.9900,1
WHITE BIRCH RASPBERRY BERLINER WEISSE,24/12 OZ CAN,CRAFT,0.00,32.9900,32.9900,1
WHITE BIRCH BERLINER,24/12 OZ CAN,CRAFT,0.00,32.9900,32.9900,1
DESTIHL LYNBRK,24/12 OZ CAN,CRAFT,0.00,49.9900,49.9900,1
TERRAPIN PUMPKINFEST,24/12 OZ CAN,CRAFT,0.00,38.9900,38.9900,1
CALDERA ASHLAND AMBER,24/12 OZ CAN,CRAFT,0.00,40.4900,40.4900,1
SIXPOINT SENSI HARVEST,24/12 OZ CAN,CRAFT,0.00,38.9900,38.9900,1
OSKAR BLUES GUBNA IMPERIAL IPA,24/12 OZ CAN,CRAFT,0.00,81.9900,81.9900,1
KELSO NUT BROWN,24/12 OZ CAN,CRAFT,0.00,33.9900,33.9900,1
4HANDS CASTIRON BROWN,24/12 OZ CAN,CRAFT,0.00,37.9900,37.9900,1
DOG TAG LAGER,24/12 OZ CAN,CRAFT,0.00,32.9900,32.9900,1
DESTIHL VARIETY,24/12 OZ CAN,CRAFT,0.00,43.9900,43.9900,1
MANAYUNK VARIETY PACK,24/12 OZ CAN,CRAFT,0.00,39.4900,39.4900,1
MANAYUNK SESSION,24/12 OZ CAN,CRAFT,0.00,39.4900,39.4900,1
21ST AMENDMENT SNEAK ATTACK,24/12 OZ CAN,CRAFT,0.00,35.4900,35.4900,1
BUTTERNUT MOO THUNDER,24/12 OZ CAN,CRAFT,0.00,31.9900,31.9900,1
ANDERSON VALLEY BARNEY FLATS,24/12 OZ CAN,CRAFT,0.00,43.9900,43.9900,1
SIXPOINT CRISP PILS,24/12 OZ CAN,CRAFT,0.00,38.9900,38.9900,1
NEBRASKA BROWN,24/12 OZ CAN,CRAFT,0.00,39.9900,39.9900,1
NEBRASKA PALE,24/12 OZ CAN,CRAFT,0.00,39.9900,39.9900,1
RIVERTOWNE VARIETY,24/12 OZ CAN,CRAFT,0.00,29.9700,29.9700,1
CALDERA VARIETY,24/12 OZ CAN,CRAFT,0.00,42.9900,42.9900,1
DESTIHL VERTEX IPA,24/12 OZ CAN,CRAFT,0.00,40.9900,40.9900,1
FOX TAIL HOP BOX,24/12 OZ CAN,CRAFT,0.00,38.9900,38.9900,1
CALDERA HOPPORTUNITY,24/12 OZ CAN,CRAFT,0.00,40.4900,40.4900,1
MIKKELLER BETTER HALF,24/12 OZ CAN,CRAFT,0.00,52.9900,52.9900,1
UINTA YARD SALE WINTER,24/12 OZ CAN,CRAFT,0.00,35.4900,35.4900,1
UINTA READY SET GOSE,24/12 OZ CAN,CRAFT,0.00,35.4900,35.4900,1
UINTA PALE ALE,24/12 OZ CAN,CRAFT,0.00,35.4900,35.4900,1
LONERIDER SWEET JOSIE BROWN,24/12 OZ CAN,CRAFT,0.00,32.9900,32.9900,1
SHAWNEECRAFT BLANCHE,24/12 OZ CAN,CRAFT,0.00,42.9900,42.9900,1
WILD ONION VARIETY,24/12 OZ CAN,CRAFT,0.00,40.9900,40.9900,1
4HANDS RESURRECTED,24/12 OZ CAN,CRAFT,0.00,42.9900,42.9900,1
DUE SOUTH CAT 5 DIPA,24/12 OZ CAN,CRAFT,0.00,45.9900,45.9900,1
CIGAR CITY VARIETY,24/12 OZ CAN,CRAFT,0.00,40.4900,40.4900,1
BOULDER HOOPLA,24/12 OZ CAN,CRAFT,0.00,34.9900,34.9900,1
JOSEPH JAMES FOX TAIL GLUTEN FREE,24/12 OZ CAN,CRAFT,0.00,34.9900,34.9900,1
21ST AMENDMENT BACK IN BLACK,24/12 OZ CAN,CRAFT,0.00,36.9900,36.9900,1
4HANDS PASSION FRUIT,24/12 OZ CAN,CRAFT,0.00,55.4900,55.4900,1
NORTH COUNTRY BUCCO BLONDE,24/12 OZ CAN,CRAFT,0.00,37.9900,37.9900,1
STILLWATER CLASSIQUE,24/12 OZ CAN,CRAFT,0.00,41.9900,41.9900,1
WILD ONION PUMPKIN,24/12 OZ CAN,CRAFT,0.00,37.9900,37.9900,1
LAWSONS SUPER SESSION,24/12 OZ CAN,CRAFT,0.00,48.9900,48.9900,1
BLUE POINT WHITE IPA,24/12 OZ CAN,CRAFT,0.00,39.9900,39.9900,1
SMUTTYNOSE ROBUST PORTER,24/12 OZ CAN,CRAFT,0.00,37.9900,37.9900,1
PORKSLAP ALE,24/12 OZ CAN,CRAFT,0.00,31.9900,31.9900,1
NEBRASKA IPA,24/12 OZ CAN,CRAFT,0.00,42.9900,42.9900,1
21ST AMENDMENT MONKS BLOOD,24/12 OZ CAN,CRAFT,0.00,67.9900,67.9900,1
4HANDS VARIETY,24/12 OZ CAN,CRAFT,0.00,37.9900,37.9900,1
DESTIHL HOPERATION OVERLOAD,24/12 OZ CAN,CRAFT,0.00,48.9900,48.9900,1
MANAYUNK DAY DREAMIN,24/12 OZ CAN,CRAFT,0.00,39.4900,39.4900,1
TWO BROS NIGHT CAT,24/12 OZ CAN,CRAFT,0.00,43.9900,43.9900,1
EVIL TWIN MODERN IPA,24/12 OZ CAN,CRAFT,0.00,43.9900,43.9900,1
EVIL TWIN RETRO IPA,24/12 OZ CAN,CRAFT,0.00,43.9900,43.9900,1
RIVERTOWNE SASSAMANASH,24/12 OZ CAN,CRAFT,0.00,32.9900,32.9900,1
WILD ONION FAUX PAS,24/12 OZ CAN,CRAFT,0.00,37.9900,37.9900,1
BELLS POOLSIDE ALE,24/12 OZ CAN,CRAFT,0.00,46.9900,46.9900,1
BALLAST POINT WAHOO WHITE,24/12 OZ CAN,CRAFT,0.00,39.9900,39.9900,1
AVERY JOE'S PILSNER,24/12 OZ CAN,CRAFT,0.00,38.9900,38.9900,1
DUNDEE SUMMER,24/12 OZ CAN,CRAFT,0.00,20.9900,20.9900,1
CIGAR CITY HIGH SEAS,24/12 OZ CAN,CRAFT,0.00,43.9900,43.9900,1
NEBRASKA HEFEWEIZEN,24/12 OZ CAN,CRAFT,0.00,39.9900,39.9900,1
EVIL TWIN HIPSTER,24/12 OZ CAN,CRAFT,0.00,46.4900,46.4900,1
WHITE BIRCH BLUEBERRY,24/12 OZ CAN,CRAFT,0.00,32.9900,32.9900,1
AVERY RAJA,24/12 OZ CAN,CRAFT,0.00,67.9900,67.9900,1
TERRAPIN MOO-HOO,24/12 OZ CAN,CRAFT,0.00,39.9900,39.9900,1
MANAYUNK IPA,24/12 OZ CAN,CRAFT,0.00,39.4900,39.4900,1
LIQUID HERO VARIETY,24/12 OZ CAN,CRAFT,0.00,19.9700,19.9700,1
KELSO INDUSTRIAL IPA,24/12 OZ CAN,CRAFT,0.00,58.9900,58.9900,1
EVIL TWIN NOMADER WEISS,24/12 OZ CAN,CRAFT,0.00,60.9900,60.9900,1
21ST AMENDMENT HOG ISLAND,24/12 OZ CAN,CRAFT,0.00,65.9900,65.9900,1
NEBRASKA VARIETY,24/12 OZ CAN,CRAFT,0.00,39.9900,39.9900,1
TWO BROS EBELWEISS,24/12 OZ CAN,CRAFT,0.00,40.9900,40.9900,1
SNAPPERHEAD IPA,24/12 OZ CAN,CRAFT,0.00,31.9900,31.9900,1
DARK HORSE ICE,24/12 OZ CAN,CRAFT,0.00,9.9900,9.9900,1
21ST AMENDMENT FIRESIDE CHAT,24/12 OZ CAN,CRAFT,0.00,36.9900,36.9900,1
4HANDS DIVIDED SKY,24/12 OZ CAN,CRAFT,0.00,37.9900,37.9900,1
DOG TAG IPA,24/12 OZ CAN,CRAFT,0.00,32.9900,32.9900,1
UINTA PUNKN CAN,24/12 OZ CAN,CRAFT,0.00,34.9900,34.9900,1
MISPILLION RIVER NOT TODAY SATAN,24/12 OZ CAN,CRAFT,0.00,40.4900,40.4900,1
21ST AMENDMENT EL SULLY,24/12 OZ CAN,CRAFT,0.00,36.9900,36.9900,1
DUE SOUTH CAT 3 IPA,24/12 OZ CAN,CRAFT,0.00,33.9900,33.9900,1
DUE SOUTH CARAMEL CRM,24/12 OZ CAN,CRAFT,0.00,33.9900,33.9900,1
SOUTHERN TIER 2X I B A,24/12 OZ CAN,CRAFT,0.00,37.9900,37.9900,1
WILD ONION JACK STOUT,24/12 OZ CAN,CRAFT,0.00,37.9900,37.9900,1
WILD ONION HOPSLAYER,24/12 OZ CAN,CRAFT,0.00,52.9900,52.9900,1
WHITE BIRCH HOP SESSION,24/12 OZ CAN,CRAFT,0.00,32.9900,32.9900,1
EVIL TWIN FALCO,24/16 OZ CAN,CRAFT,0.00,53.9900,53.9900,1
GOOSE ISLAND 312 PALE ALE,24/16 OZ CAN,CRAFT,0.00,23.9900,23.9900,1
BRECKENRIDGE VANILLA PORTER NITRO,24/16 OZ CAN,CRAFT,0.00,51.9900,51.9900,1
EVIL TWIN SIMCOE SLACKER,24/16 OZ CAN,CRAFT,0.00,56.4900,56.4900,1
SIXPOINT RAD,24/16 OZ CAN,CRAFT,0.00,53.9900,53.9900,1
OSKAR BLUES NITRO OLD CHUB,24/16 OZ CAN,CRAFT,0.00,56.4900,56.4900,1
LAWSONS SIP OF SUNSHINE,24/16 OZ CAN,CRAFT,0.00,73.9900,73.9900,1
HALF ACRE PONY PILS,24/16 OZ CAN,CRAFT,0.00,55.4900,55.4900,1
OLD FORGE ENDL SUMMER,24/16 OZ CAN,CRAFT,0.00,43.9900,43.9900,1
OLD FORGE PUMPKIN,24/16 OZ CAN,CRAFT,0.00,42.4900,42.4900,1
OLD TANKARD ALE,24/16 OZ CAN,CRAFT,0.00,14.9700,14.9700,1
LACUMBRE RED RYEOT,24/16 OZ CAN,CRAFT,0.00,65.9900,65.9900,1
SUMMIT HOPVALLE,24/16 OZ CAN,CRAFT,0.00,49.9900,49.9900,1
AGAINST THE GRAIN SHONUFF,24/16 OZ CAN,CRAFT,0.00,68.9900,68.9900,1
HARDYWOOD GREAT RETURN,24/16 OZ CAN,CRAFT,0.00,69.9900,69.9900,1
SIXPOINT RIGHTEOUS,24/16 OZ CAN,CRAFT,0.00,52.9900,52.9900,1
SIXPOINT BROWNSTONE,24/16 OZ CAN,CRAFT,0.00,49.9900,49.9900,1
SURLY TODD AXE MAN,24/16 OZ CAN,CRAFT,0.00,101.9900,101.9900,1
SURLY FURIOUS,24/16 OZ CAN,CRAFT,0.00,68.9900,68.9900,1
SUMMIT 30TH ANNIVERSARY DIPA,24/16 OZ CAN,CRAFT,0.00,58.9900,58.9900,1
OLD FORGE HOPSMITH,24/16 OZ CAN,CRAFT,0.00,40.4900,40.4900,1
ROGUE AMBER,24/16 OZ CAN,CRAFT,0.00,54.9900,54.9900,1
STONE RIPPER PALE ALE,24/16 OZ CAN,CRAFT,0.00,40.4900,40.4900,1
NARRAGANSETT AUTO CRAT,24/16 OZ CAN,CRAFT,0.00,19.9900,19.9900,1
SAM ADAM REBEL RAW,24/16 OZ CAN,CRAFT,0.00,68.9900,68.9900,1
CRYSTAL BALL ALL SEEING,24/16 OZ CAN,CRAFT,0.00,53.9900,53.9900,1
SAM SMITH WINTER WELCME,24/18.7 OZ BTL,CRAFT,0.00,57.9900,57.9900,1
WEYERBACHER RASPBERRY IMPERIAL STOUT,25 OZ BTL,CRAFT,0.00,14.4500,148.9900,12
RODENBACH GRAND CRU,25 OZ BTL,CRAFT,5.00,10.6500,108.9900,12
TROEGS MAD ELF GRAND CRU,25 OZ BTL,CRAFT,9.00,13.1500,156.9900,12
EVOLUTION W MIG BOURBON,25 OZ BTL,CRAFT,12.00,14.3500,149.9900,12
HIJINX COMET HARVEST,25 OZ BTL,CRAFT,12.00,14.6500,151.9900,12
NESHAMINY CREEK HIGH PLATEAU SAISON,25 OZ BTL,CRAFT,10.00,10.2500,105.9900,12
EVOLUTION PECAN,25 OZ BTL,CRAFT,10.00,11.3500,116.9900,12
ROGUE KULTURE CLASH,25 OZ BTL,CRAFT,12.00,14.0500,145.9900,12
HIJINX BIJOU DU SAISON,25 OZ BTL,CRAFT,12.00,17.5500,181.9900,12
BRECKENRIDGE BARREL AGED IMPERIAL VANILLA PORTER,25 OZ BTL,CRAFT,11.00,15.3500,159.4900,12
OMMEGANG 20TH ANNIVERSARY MIXED PACK,3/750 ML BTL,CRAFT,0.00,31.9900,81.9900,3
OMMEGANG WORLD BEER SAMPLER,3/750 ML BTL,CRAFT,3.00,27.9900,97.9900,4
ZOLLER DONATOR HELLER DOPPLEBOCK,30 LTR PET KEG,CRAFT,0.00,136.9900,136.9900,1
UNE ANNEE MAYA,30 LTR PET KEG,CRAFT,0.00,190.9900,190.9900,1
MISSISSIPPI MUD,32 OZ BTL,CRAFT,0.00,3.9500,40.4900,12
MISSION SHIPWRECKED DIPA,32 OZ CAN,CRAFT,0.00,8.3500,85.9900,12
SOLE MIRKWOOD IPA,32 OZ GROWLER *ONLY*,CRAFT,0.00,14.4900,14.4900,1
TWO RIVERS BREWING FRESHET SIPA,32/64 OZ GROWLER,CRAFT,0.00,13.4900,23.9900,2
STONE ENJOY BY 4.20,32/64 OZ GROWLER,CRAFT,0.00,9.7900,17.4900,2
NAKED PINK BUNNY,32/64 OZ GROWLER,CRAFT,0.00,9.4900,16.9900,2
ROBIN HOOD LONGBOW DIPA,32/64 OZ GROWLER,CRAFT,0.00,10.7900,19.1900,2
PERENNIAL WHITE IMPALA,32/64 OZ GROWLER,CRAFT,0.00,6.9900,12.9900,2
FLYING MONKEY AURORA HEART,32/64 OZ GROWLER,CRAFT,0.00,16.9900,30.9900,2
COTTRELL FOGGY NIGHT,32/64 OZ GROWLER,CRAFT,0.00,9.9900,16.9900,2
TWO ROADS TWO JUICY,32/64 OZ GROWLER,CRAFT,0.00,13.4900,23.9900,2
DOGFISH DRAGONS AND YUM YUMS,32/64 OZ GROWLER,CRAFT,0.00,6.9900,11.9900,2
SINGLECUT BEERSMITHS BON BON TNT,32/64 OZ GROWLER,CRAFT,0.00,17.8900,31.7900,2
BULLFROG COCOA JONG BRUIN,32/64 OZ GROWLER,CRAFT,0.00,10.9900,19.9900,2
SUMMIT DIPA,32/64 OZ GROWLER,CRAFT,0.00,7.1900,12.6900,2
NEW BELGIUM CLUTCH,32/64 OZ GROWLER,CRAFT,0.00,15.4900,27.5900,2
DOGFISH RED & WHITE,32/64 OZ GROWLER,CRAFT,0.00,15.9900,29.9900,2
SINGLECUT BEERSMITHS JENNY SAID IIPA,32/64 OZ GROWLER,CRAFT,0.00,16.8900,29.9900,2
PIZZA BOY SUPERFAST PALE ALE,32/64 OZ GROWLER,CRAFT,0.00,6.9900,11.9900,2
SINGLECUT HEAVY BOOTS OF LEAD,32/64 OZ GROWLER,CRAFT,0.00,15.9900,35.9900,2
MIA ULTRA MIX,32/64 OZ GROWLER,CRAFT,0.00,14.4900,25.9900,2
KNEE DEEP BREAKING BUD,32/64 OZ GROWLER,CRAFT,0.00,11.9900,20.9900,2
KENTUCKY BOURBON RACE DAY IPA,32/64 OZ GROWLER,CRAFT,0.00,8.4900,14.9900,2
BREW WORKS VALLEY GOLDEN,32/64 OZ GROWLER,CRAFT,0.00,9.9900,17.4900,2
HERETIC EXPERIMENTAL IPA#4,32/64 OZ GROWLER,CRAFT,0.00,7.9900,14.2900,2
KNEE DEEP LUPULIN RIVER DIPA,32/64 OZ GROWLER,CRAFT,0.00,7.4900,13.4900,2
FLYING DOG ST. EADMAN,32/64 OZ GROWLER,CRAFT,0.00,12.1900,21.5900,2
HARDYWOOD SINGEL,32/64 OZ GROWLER,CRAFT,0.00,8.7900,15.7900,2
NORTH COUNTRY OL' TWO-NINER,32/64 OZ GROWLER,CRAFT,0.00,8.4900,15.4900,2
FREE WILL CLOUDY W/ A CHANCE OF APRICOTS,32/64 OZ GROWLER,CRAFT,0.00,9.9900,17.9900,2
GREY SAIL CAPTAINS DAUGHTER,32/64 OZ GROWLER,CRAFT,0.00,11.9900,20.9900,2
STERLING PIG PORC BLANC,32/64 OZ GROWLER,CRAFT,0.00,8.9900,15.4900,2
VICTORY 21ST ANNIVERSARY,32/64 OZ GROWLER,CRAFT,0.00,7.9900,14.2900,2
MANAYUNK SOUR RESIN #2,32/64 OZ GROWLER,CRAFT,0.00,7.6900,13.6900,2
STILLWATER SUPERHOP,32/64 OZ GROWLER,CRAFT,0.00,13.7900,24.4900,2
EXCEL BLACK BREATH,32/64 OZ GROWLER,CRAFT,0.00,10.9900,19.9900,2
2SP VELCRO FWEAK,32/64 OZ GROWLER,CRAFT,0.00,13.4900,24.4900,2
KENTUCKY BOURBON PUMPKIN BARREL,32/64 OZ GROWLER,CRAFT,0.00,14.4900,25.9900,2
MODERN TIMES LOMALAND,32/64 OZ GROWLER,CRAFT,0.00,12.4900,21.9900,2
MIA MEGA MIX,32/64 OZ GROWLER,CRAFT,0.00,12.4900,21.9900,2
EVOLUTION DEREKS DAY OFF,32/64 OZ GROWLER,CRAFT,0.00,9.4900,16.4900,2
EPIC IMPERIAL IPA,32/64 OZ GROWLER,CRAFT,0.00,11.4900,20.4900,2
CIGAR CITY MARSHAL ZHUKOV PENULTIMATE,32/64 OZ GROWLER,CRAFT,0.00,19.9900,35.9900,2
EXCEL EL PISTOLERO MEXICAN LAGER,32/64 OZ GROWLER,CRAFT,0.00,7.9900,13.9900,2
SINGLECUT BEERSMITHS KT66,32/64 OZ GROWLER,CRAFT,0.00,6.4900,11.9900,2
ROBIN HOOD FROST AUTUMN IPA,32/64 OZ GROWLER,CRAFT,0.00,10.9900,18.9900,2
DOGFISH TRUTH SERUM,32/64 OZ GROWLER,CRAFT,0.00,10.4900,18.9900,2
RUSTY RAIL SWING TREE,32/64 OZ GROWLER,CRAFT,0.00,8.1900,14.4900,2
WEYERBACHER LINE STREET PILS,32/64 OZ GROWLER,CRAFT,0.00,8.9900,15.9900,2
BREW WORKS DEVIL'S HEARTH,32/64 OZ GROWLER,CRAFT,0.00,12.4900,21.9900,2
EVOLUTION RISE UP COFFEE STOUT,32/64 OZ GROWLER,CRAFT,0.00,9.4900,16.9900,2
KNEE DEEP BREWING HOPTOLOGIST,32/64 OZ GROWLER,CRAFT,0.00,13.2900,23.4900,2
ST BERNARDUS CHRISTMAS ALE,32/64 OZ GROWLER,CRAFT,0.00,18.9900,33.9900,2
STONE UNFILTERED ENJOY BY 7.4.17,32/64 OZ GROWLER,CRAFT,0.00,13.4900,23.9900,2
EPIC NEW ENGLAND STYLE IPA,32/64 OZ GROWLER,CRAFT,0.00,10.9900,19.9900,2
MANAYUNK RISE AND GRIND,32/64 OZ GROWLER,CRAFT,0.00,11.2900,19.9900,2
SAUCONY CREEK X-RESERVE BEAM ME UP BISCOTTI,32/64 OZ GROWLER,CRAFT,0.00,9.9938,17.7900,2
RIVERHORSE CHOCOLATE PORTER,32/64 OZ GROWLER,CRAFT,0.00,8.2900,14.6900,2
SINGLECUT BEERSMITHS WORKERS GOING HOME,32/64 OZ GROWLER,CRAFT,0.00,12.1900,21.5900,2
CAPTAIN LAWRENCE MELTWATER,32/64 OZ GROWLER,CRAFT,0.00,8.4938,15.2900,2
RIVERHORSE HIPPOS HAND,32/64 OZ GROWLER,CRAFT,0.00,8.9900,15.9900,2
HEAVY SEAS ALPHA EFFECT,32/64 OZ GROWLER,CRAFT,0.00,8.9900,16.4900,2
MODERN TIMES ORDERVILLE,32/64 OZ GROWLER,CRAFT,0.00,13.9900,24.4900,2
MODERN TIMES FRUITLAND GOSE,32/64 OZ GROWLER,CRAFT,0.00,13.9900,24.4900,2
OSKAR BLUES DEVIANT DALES,32/64 OZ GROWLER,CRAFT,0.00,10.6900,18.9900,2
WYNDRIDGE DIPA,32/64 OZ GROWLER,CRAFT,0.00,9.4900,16.9900,2
TWO RIVERS BREWING COLONEL LEFT EYE IPA,32/64 OZ GROWLER,CRAFT,0.00,9.4900,16.4900,2
ALESMITH OLD NUMBSKULL,32/64 OZ GROWLER,CRAFT,0.00,12.4900,22.1900,2
PERENNIAL SOUTHSIDE BLONDE,32/64 OZ GROWLER,CRAFT,0.00,9.9900,17.4900,2
BLACKBERRY FARMS ABBEY TRIPLE,375 ML BTL,CRAFT,11.00,10.8500,111.9900,12
CAPTAIN LAWRENCE HOPS N ROSES,375 ML BTL,CRAFT,12.00,13.1500,135.9900,12
WICKED WEED ARCANIC,375 ML BTL,CRAFT,3.00,10.2500,106.9900,12
TROEGS IMPENDING DESCENT,375 ML BTL,CRAFT,1.00,14.3500,146.9900,12
PLAN BEE BARN BEER,375 ML BTL,CRAFT,8.00,8.5500,87.9900,12
ALMANAC FARMER CITRUS,375 ML BTL,CRAFT,0.00,3.9700,47.6400,12
TRINITY DAMN IT FEELS GOOD TO BE A GANGSTA,375 ML BTL,CRAFT,11.00,9.5500,98.9900,12
WICKED WEED OLD FASHIONED,375 ML BTL,CRAFT,0.00,12.0536,124.9900,12
WICKED WEED SOUTHERN AMBROSIA,375 ML BTL,CRAFT,3.00,10.2500,106.9900,12
LOST ABBEY BAT OUT OF HELL,375 ML BTL,CRAFT,8.00,16.9500,351.7901,12
TRINITY 7 DAY SOUR,375 ML BTL,CRAFT,0.00,3.9700,47.6400,12
WICKED WEED DEVILWOOD,375 ML BTL,CRAFT,3.00,10.2500,106.9900,12
WICKED WEED DARK AGE BA STOUT,375 ML BTL,CRAFT,0.00,12.0536,124.9900,12
CAPTAIN LAWRENCE POMME SAUVAGE,375 ML BTL,CRAFT,7.00,12.4500,128.4900,12
CAPTAIN LAWRENCE FLAMING FURY SOUR,375 ML BTL,CRAFT,10.00,13.0500,269.9900,24
WICKED WEED FRENCH TOAST BAA,375 ML BTL,CRAFT,0.00,11.6500,120.9900,12
BLACKBERRY FARMS RYE,375 ML BTL,CRAFT,6.00,10.8500,111.9900,12
ALMANAC FARMERS BLACKBERRY,375 ML BTL,CRAFT,0.00,10.4500,107.9500,12
LA TRAPPE OAK AGED QUAD #24,375 ML BTL,CRAFT,9.00,19.6500,201.9900,12
NICKEL BROOK ELEMENT,375 ML BTL,CRAFT,8.00,1.9700,23.6400,12
CAPTAIN LAWRENCE AMERICAN FUNK,375 ML BTL,CRAFT,12.00,11.3500,117.9900,12
TRINITY TPS REPORT,375 ML BTL,CRAFT,9.00,7.5500,76.9900,12
BLACKBERRY FARMS BRETT BELGO IPA,375 ML BTL,CRAFT,0.00,3.9700,47.6400,12
ALMANAC MARIPOSA,375 ML BTL,CRAFT,6.00,10.2500,105.4500,12
ALMANAC CITRA HOPPY FARMER,375 ML BTL,CRAFT,0.00,3.9700,47.6400,12
ALMANAC BRETTAVILLE,375 ML BTL,CRAFT,0.00,3.9700,47.6400,12
LOST ABBEY DELIVERENCE,375 ML BTL,CRAFT,12.00,16.9500,351.7901,24
WICKED WEED IMPERIAL COOLCUMBER,375 ML BTL,CRAFT,1.00,10.2500,106.9900,12
ALMANAC SUMMER IN THE CITY,375 ML BTL,CRAFT,8.00,10.7500,110.9900,12
BLACKBERRY FARMS ROASTED CHERRY STOUT,375 ML BTL,CRAFT,0.00,10.8500,111.9900,12
INNIS & GUNN ORIGINAL,4/11.2 OZ BTL,CRAFT,0.00,12.3500,63.9900,6
INNIS & GUNN RUM AGED,4/11.2 OZ BTL,CRAFT,0.00,12.3500,63.9900,6
SHIPYARD SMASHED PUMPKIN,4/12 OZ BTL,CRAFT,0.00,11.4500,59.4900,6
CORONADO IDIOT,4/12 OZ BTL,CRAFT,0.00,8.7500,44.9900,6
THIRSTY DOG BARREL AGED SIBERIAN NIGHT,4/12 OZ BTL,CRAFT,5.00,28.8500,148.9900,6
FOUNDERS IMPERIAL STOUT,4/12 OZ BTL,CRAFT,0.00,13.3500,68.9900,6
KENTUCKY BOURBON HONEY BROWN ALE,4/12 OZ BTL,CRAFT,0.00,16.9500,87.9500,6
GENESEE BREWHOUSE CHOCOLATE,4/12 OZ BTL,CRAFT,4.00,11.8500,59.9900,6
CENTRAL WATERS BOURBON SCOTCH ALE,4/12 OZ BTL,CRAFT,1.00,15.5500,79.9900,6
