"ï»¿""Name""",size,Category,Quantity_Available,Retail,Case Retail,Case Pack
LINDEMANS STRAWBERRY,12/12 OZ BTL,IMPORT,2.00,68.9900,129.9900,2
CORONA PREMIER,12/12 OZ BTL,IMPORT,3.00,17.2900,32.2900,2
LABATTS SUMMER VARIETY,12/12 OZ BTL,IMPORT,0.00,13.4900,25.7900,2
CORONA VARIETY CERVEZAS CLASICAS,12/12 OZ BTL,IMPORT,0.00,12.9700,23.9700,2
MOOSEHEAD LIGHT,12/12 OZ BTL,IMPORT,9.00,12.4900,23.4900,2
MOOSEHEAD LIGHT LIME,12/12 OZ BTL,IMPORT,18.00,12.4900,23.4900,2
GUINNESS BLACK N BLONDE,12/12 OZ BTL,IMPORT,0.00,17.9900,34.2900,2
PAULANER HEFE WEISS,12/12 OZ BTL,IMPORT,0.00,20.9900,38.9900,2
LABATTS GRAPEFRUIT SHANDY,12/12 OZ BTL,IMPORT,0.00,13.4900,25.4900,2
LINDEMANS GUEZE,12/12 OZ BTL,IMPORT,0.00,68.4900,128.9900,2
ST BERNARDUS XMAS,12/12 OZ BTL,IMPORT,2.00,66.9900,124.9900,2
ST BERNARDUS TRIPEL,12/12 OZ BTL,IMPORT,0.00,56.9900,107.9900,2
ST BERNARDUS WIT,12/12 OZ BTL,IMPORT,1.00,53.9900,101.9900,2
PRESIDENTE,12/12 OZ BTL,IMPORT,2.00,16.9900,32.9900,2
PAULANER VARIETY,12/12 OZ BTL,IMPORT,0.00,22.9900,43.4900,2
MOOSEHEAD RADLER,12/12 OZ CAN,IMPORT,0.00,12.2900,22.9900,2
VICTORIA,12/12 OZ CAN,IMPORT,8.00,14.9900,28.9900,2
LABATTS 50 ALE,12/12 OZ CAN,IMPORT,0.00,12.3900,23.2900,2
LABATTS VARIETY,12/12 OZ CAN,IMPORT,0.00,11.9900,22.9900,2
TECATE LIGHT,12/12 OZ CAN,IMPORT,6.00,9.4900,17.4900,2
ORVAL TRAPPIST,12/16 OZ BTL,IMPORT,1.00,59.9900,115.9900,2
TRAQUAIR JACOBITE ALE,12/16.9 OZ BTL,IMPORT,0.00,33.9700,65.9700,2
SAM SMITH ORGANIC CHOCOLATE STOUT 12PK,12/18.7 OZ BTL,IMPORT,0.00,46.9900,91.9900,2
SAM SMITH ORGANIC CHERRY ALE,12/18.7 OZ BTL,IMPORT,0.00,32.9700,32.9700,1
SAM SMITH ORGANIC APRICOT ALE,12/18.7 OZ BTL,IMPORT,0.00,65.9900,65.9900,1
SAM SMITH OATMEAL STOUT 12PK,12/18.7 OZ BTL,IMPORT,0.00,46.9900,91.9900,2
SAM SMITH NUT BROWN 12PK,12/18.7 OZ BTL,IMPORT,0.00,46.9900,91.9900,2
SAPPORO PREMIUM BLACK,12/22 OZ CAN,IMPORT,0.00,3.4500,34.9900,12
LA TRAPPE GIFT BOX,12/25 OZ BTL,IMPORT,0.00,106.9900,106.9900,1
CORONA FAMILIAR,12/32 OZ BTL,IMPORT,0.00,36.9900,36.9900,1
MAHOU CINCO ESTRELLAS,12/8.4 OZ BTL,IMPORT,4.00,11.4900,21.9900,2
TO OL GOSE TO HOLLYWOOD,16 OZ CAN,IMPORT,0.00,5.1500,105.9900,24
WEIHENSTEPHANER KRISTALL WEIZENBOCK,16.9 OZ BTL,IMPORT,15.00,1.9700,39.4000,20
WELLS BOMARDIER,16.9 OZ BTL,IMPORT,0.00,5.0500,51.4900,12
AECHT SCHLENKERLA RAUCH HELLES,16.9 OZ BTL,IMPORT,18.00,4.5500,77.9900,20
AMAGER/CROOKED STAVE CHAD KING OF WILD YEASTS,16.9 OZ BTL,IMPORT,20.00,11.4500,236.9900,24
WEIHENSTEPHANER DUNKEL WEISS,16.9 OZ BTL,IMPORT,0.00,3.7500,64.2900,20
SCHNEIDER AVENTINUS,16.9 OZ BTL,IMPORT,4.00,4.5500,76.9900,20
HAANDBRYGGERIET ODINS TIPPLE,16.9 OZ BTL,IMPORT,21.00,12.7500,263.9900,24
ROBINSON TROOPER,16.9 OZ BTL,IMPORT,5.00,5.7500,59.9900,12
BLACK SHEEP BLACK SHEEP ALE,16.9 OZ BTL,IMPORT,20.00,4.1500,28.3500,8
HAANDBRYGGERIET NORWEGIAN WOOD,16.9 OZ BTL,IMPORT,18.00,8.8542,183.9900,24
SCHNEIDER AVENTINUS 2009,16.9 OZ BTL,IMPORT,20.00,7.8500,134.9900,20
GOLDEN PHEASANT,16.9 OZ BTL,IMPORT,0.00,3.3500,56.9900,20
WEIHENSTEPHANER VITUS,16.9 OZ BTL,IMPORT,21.00,3.7500,63.9900,20
WEIHENSTEPHANER BRAUPAKT,16.9 OZ BTL,IMPORT,16.00,3.7500,64.2900,20
1809 BERLINER WEIS,16.9 OZ BTL,IMPORT,12.00,6.5500,111.9900,20
MONCHSHOF SCHWARTZBIER,16.9 OZ BTL,IMPORT,2.00,4.3500,74.9900,20
ROBINSON TROOPER RED AND BLACK,16.9 OZ BTL,IMPORT,0.00,5.6500,57.9900,12
ZYWIEC PORTER,16.9 OZ BTL,IMPORT,0.00,2.3536,40.9900,20
AECHT SCHLENKERLA RAUCHBIER MARZEN,16.9 OZ BTL,IMPORT,1.00,4.9500,85.9900,20
ALVINNE CUVEE DE MORTAGNE,16.9 OZ BTL,IMPORT,0.00,7.9500,137.9900,20
SAM SMITH TADDY PORTER,18.7 OZ BTL,IMPORT,0.00,3.9700,47.6400,12
SAM SMITH STINGO ALE,18.7 OZ BTL,IMPORT,11.00,12.7500,132.9900,12
SAM SMITH WINTER WELCOME,18.7 OZ BTL,IMPORT,0.00,3.9700,47.6400,12
SAM SMITH ORGANIC RASPBERRY ALE,18.7 OZ BTL,IMPORT,0.00,6.3500,64.9900,12
SAM SMITH ORGANIC STRAWBERRY ALE,18.7 OZ BTL,IMPORT,0.00,6.3500,64.9900,12
GUINNESS VARIETY PROJECT 18,18/11.2 OZ BTL,IMPORT,0.00,14.9700,14.9700,1
LINDEMANS GIFT PACK,2/25.4 OZ BTL,IMPORT,0.00,23.6500,80.9900,4
BALTIKA #6 PORTR,20/16.9 OZ BTL,IMPORT,0.00,39.9900,39.9900,1
FRANZISKANER DARK,20/16.9 OZ BTL,IMPORT,0.00,39.9900,39.9900,1
BALTIKA #9,20/16.9 OZ BTL,IMPORT,0.00,39.9900,39.9900,1
BALTIKA #4 DARK,20/16.9 OZ BTL,IMPORT,0.00,39.9900,39.9900,1
WARKA POLISH,20/16.9 OZ BTL,IMPORT,0.00,33.9900,33.9900,1
HAIR OF THE DOG BLUE DOT,22 OZ BTL,IMPORT,8.00,9.9500,102.9900,12
AVERY RASPBERRY SOUR,22 OZ BTL,IMPORT,11.00,14.0500,143.9900,12
SAPPORO RESERVE,22 OZ CAN,IMPORT,4.00,3.4500,34.9900,12
SAPPORO PREMIUM,22 OZ CAN,IMPORT,30.00,3.4500,34.9900,12
LABATTS ICE,24 OZ CAN,IMPORT,379.00,1.1500,11.7900,12
CORSENDONK DUBBEL ALE,24/11.2 OZ BTL,IMPORT,0.00,86.9900,86.9900,1
RED STRIPE LIGHT,24/11.2 OZ BTL,IMPORT,0.00,29.9900,29.9900,1
FULLERS PORTER,24/11.2 OZ BTL,IMPORT,0.00,49.9900,49.9900,1
BARONS PALE ALE,24/11.2 OZ BTL,IMPORT,0.00,16.9700,16.9700,1
SPITFIRE KENTISH ALE,24/11.2 OZ BTL,IMPORT,0.00,39.9900,39.9900,1
ALHAMBRA AMBER,24/11.2 OZ BTL,IMPORT,0.00,32.4900,32.4900,1
ARVO BREW,24/11.2 OZ BTL,IMPORT,0.00,19.9700,19.9700,1
MACKESON TRIPEL XXX,24/11.2 OZ BTL,IMPORT,0.00,33.9900,33.9900,1
ALHAMBRA NEGRA,24/11.2 OZ BTL,IMPORT,0.00,32.4900,32.4900,1
LA TRAPPE QUAD,24/11.2 OZ BTL,IMPORT,0.00,114.9900,114.9900,1
SAN MIGUEL DARK,24/11.2 OZ BTL,IMPORT,0.00,42.9900,42.9900,1
LA CHOUFFE HOUBLON,24/11.2 OZ BTL,IMPORT,0.00,87.9900,87.9900,1
SAN MIGUEL LIGHT,24/11.2 OZ BTL,IMPORT,0.00,42.9900,42.9900,1
FULLERS PALE ALE,24/11.2 OZ BTL,IMPORT,0.00,41.9900,41.9900,1
LOWENBRAU,24/11.2 OZ BTL,IMPORT,0.00,31.9900,31.9900,1
WELLS STICKY TOFFEE,24/11.2 OZ BTL,IMPORT,0.00,58.9900,58.9900,1
BALTIKA #7,24/11.2 OZ BTL,IMPORT,0.00,35.9900,35.9900,1
BARONS BLACK WATTLE,24/11.2 OZ BTL,IMPORT,0.00,14.9700,14.9700,1
BARONS TOP END,24/11.2 OZ BTL,IMPORT,0.00,16.9700,16.9700,1
GUINNESS BLACK LAGER,24/11.2 OZ CAN,IMPORT,0.00,30.9900,30.9900,1
LABATTS WHEAT,24/12 OZ BTL,IMPORT,0.00,23.9900,23.9900,1
AUGUSTINERBRAU DARK,24/12 OZ BTL,IMPORT,0.00,50.9900,50.9900,1
MURPHYS RED,24/12 OZ BTL,IMPORT,0.00,33.9900,33.9900,1
JAMES BOAG,24/12 OZ BTL,IMPORT,0.00,14.9900,14.9900,1
LABATTS APPLE,24/12 OZ BTL,IMPORT,0.00,23.9900,23.9900,1
AMSTEL RADDLER,24/12 OZ BTL,IMPORT,0.00,31.9900,31.9900,1
TUSKER,24/12 OZ BTL,IMPORT,0.00,53.9900,53.9900,1
BASS IPA,24/12 OZ BTL,IMPORT,0.00,33.4900,33.4900,1
BECKS SAPPHIRE,24/12 OZ BTL,IMPORT,0.00,29.9900,29.9900,1
SAM SMITH PURE LAGER,24/12 OZ BTL,IMPORT,0.00,58.4900,58.4900,1
ST PAULI GIRL DARK,24/12 OZ BTL,IMPORT,0.00,27.9900,27.9900,1
HACKER-PSCHORR WEISSE DARK,24/12 OZ BTL,IMPORT,0.00,37.9900,37.9900,1
KULMBACHER EDELHERB PILS,24/12 OZ BTL,IMPORT,0.00,51.4900,51.4900,1
ACHEL BLONDE,24/12 OZ BTL,IMPORT,0.00,125.9900,125.9900,1
KILLIANS STOUT,24/12 OZ BTL,IMPORT,0.00,26.7900,26.7900,1
NEWCASTLE FOUNDERS,24/12 OZ BTL,IMPORT,0.00,34.2900,34.2900,1
KULMBACHER PILS,24/12 OZ BTL,IMPORT,0.00,43.9900,43.9900,1
SPATEN DUNKEL,24/12 OZ BTL,IMPORT,0.00,37.9900,37.9900,1
DUCHESSES VICHTENAAR,24/12 OZ BTL,IMPORT,0.00,109.9900,109.9900,1
TAJ MAHAL,24/12 OZ BTL,IMPORT,0.00,41.4900,41.4900,1
KONIG PILSNER,24/12 OZ BTL,IMPORT,0.00,37.9900,37.9900,1
TENNENTS SCOTCH ALE,24/12 OZ BTL,IMPORT,0.00,33.9900,33.9900,1
MOLSON XXX,24/12 OZ BTL,IMPORT,0.00,30.7900,30.7900,1
SAM SMITH IMPERIAL STOUT,24/12 OZ BTL,IMPORT,0.00,58.4900,58.4900,1
ST BERNARDUS GIFT BOX,24/12 OZ BTL,IMPORT,0.00,126.9900,126.9900,1
LABATTS BOURBON,24/12 OZ BTL,IMPORT,0.00,23.9900,23.9900,1
DELIRIUM RED,24/12 OZ BTL,IMPORT,0.00,120.9900,120.9900,1
CARIB LAGER BEER,24/12 OZ BTL,IMPORT,0.00,33.4900,33.4900,1
GOSSER AUS LAGER,24/12 OZ BTL,IMPORT,0.00,40.9900,40.9900,1
BEERS OF BELGIUM VARIETY,24/12 OZ BTL,IMPORT,0.00,26.9700,26.9700,1
PAULANER PREMIUM PILS,24/12 OZ BTL,IMPORT,0.00,37.9900,37.9900,1
LABATTS MAPLE,24/12 OZ BTL,IMPORT,0.00,23.9900,23.9900,1
NEWCASTLE WINTER,24/12 OZ BTL,IMPORT,0.00,31.9900,31.9900,1
NEWCASTLE WEREWOLF,24/12 OZ BTL,IMPORT,0.00,31.9900,31.9900,1
SAM SMITH PALE ALE,24/12 OZ BTL,IMPORT,0.00,58.4900,58.4900,1
CORSENDONK TRIPEL ALE,24/12 OZ BTL,IMPORT,0.00,86.9900,86.9900,1
LABATTS LIGHT LIME,24/12 OZ CAN,IMPORT,0.00,20.9900,20.9900,1
ABBOT ALE,24/14.9 OZ BTL,IMPORT,0.00,51.4900,51.4900,1
GUINNESS HARVEST,24/14.9 OZ CAN,IMPORT,0.00,38.9900,38.9900,1
BURGKOPF BELG PILS,24/16 OZ CAN,IMPORT,0.00,19.9900,19.9900,1
WOLTERS BLACK,24/16 OZ CAN,IMPORT,0.00,20.9900,20.9900,1
COLBITZER BLACK,24/16 OZ CAN,IMPORT,0.00,20.9900,20.9900,1
COLBITZER WEIZEN,24/16 OZ CAN,IMPORT,3.00,25.4900,25.4900,1
WOLTERS WEIZEN,24/16 OZ CAN,IMPORT,1.00,20.9900,20.9900,1
COLBITZER PILS,24/16 OZ CAN,IMPORT,5.00,20.9900,20.9900,1
AYINGER OCTOBERFEST,24/16.9 OZ BTL,IMPORT,0.00,59.9900,59.9900,1
TENNENTS,24/16.9 OZ CAN,IMPORT,0.00,38.9900,38.9900,1
DINKELACKER,24/16.9 OZ CAN,IMPORT,1.00,29.9900,29.9900,1
ACDC,24/19.2 OZ CAN,IMPORT,0.00,52.9900,52.9900,1
CORSENDONK XMAS ALE,25 OZ BTL,IMPORT,0.00,9.5500,98.9900,12
CORSENDONK PATER DUBBEL,25 OZ BTL,IMPORT,8.00,8.7500,89.9900,12
CORSENDONK TRIPEL PALE,25 OZ BTL,IMPORT,9.00,8.7500,89.9900,12
FOSTERS GREEN ALE,25 OZ CAN,IMPORT,18.00,2.3500,23.9900,12
CHIMAY GIFT CASE,3/11.2 OZ BTL,IMPORT,0.00,22.8482,157.9900,8
OLD WORLD SOUR COLLECTION GIFT BOX,3/12 OZ BTL,IMPORT,5.00,33.4500,84.9900,4
SAM SMITH GIFT BOX,3/18.7 OZ BTL,IMPORT,0.00,14.2500,49.9900,4
KROMBACHER DARK 30 LITER KEG,30 LTR KEG,IMPORT,1.00,114.9900,114.9900,1
ST LOUIS FRAMBOISE,375 ML BTL,IMPORT,30.00,4.1500,84.9900,24
BEERSEL LAMBIC GUEZE,375 ML BTL,IMPORT,11.00,9.9500,103.9900,12
DUVEL GIFT PACK,4/11.2 OZ BTL,IMPORT,2.00,16.9464,58.9900,4
FULLERS ESB,4/11.2 OZ BTL,IMPORT,13.00,10.2500,52.4900,6
CHIMAY CINQ (WHITE),4/11.2 OZ BTL,IMPORT,18.00,25.9500,132.9900,6
CHIMAY DOREE,4/11.2 OZ BTL,IMPORT,0.00,20.7500,106.9900,6
GULDEN DRAAK,4/11.2 OZ BTL,IMPORT,8.00,20.6500,105.9900,6
BLANCHE DE BRUX WIT,4/11.2 OZ BTL,IMPORT,12.00,12.3500,63.9900,6
CHIMAY RED(RED),4/11.2 OZ BTL,IMPORT,4.00,23.6500,122.4900,6
KWAK,4/11.2 OZ BTL,IMPORT,5.00,21.9500,112.9900,6
ST BERNARDUS PRIOR 8,4/11.2 OZ BTL,IMPORT,2.00,20.9500,106.9900,6
BELHAVEN WEE HEAVY,4/11.2 OZ BTL,IMPORT,5.00,10.7500,55.4900,6
DELIRIUM NOCTURNUM,4/11.2 OZ BTL,IMPORT,0.00,24.0500,123.9900,6
DELIRIUM TREMENS,4/11.2 OZ BTL,IMPORT,12.00,24.7500,126.9900,6
CUVEE DE JACOBINS,4/11.2 OZ BTL,IMPORT,4.00,25.0500,126.9900,6
SKULL SPLITTER,4/11.2 OZ BTL,IMPORT,2.00,13.5500,69.9900,6
FULLERS LONDON PRIDE,4/11.2 OZ BTL,IMPORT,0.00,10.2500,52.9900,6
OMER VANDER GHINSTE JACOBINS ROUGE,4/11.2 OZ BTL,IMPORT,0.00,22.6500,116.9900,6
YOUNGS DOUBLE CHOCOLATE STOUT,4/11.2 OZ BTL,IMPORT,7.00,11.9500,61.9900,6
AYINGER OKTOBERFEST,4/11.2 OZ BTL,IMPORT,0.00,12.6500,64.9900,6
BOM TRIPORTEUR KINKY BERRY,4/11.2 OZ BTL,IMPORT,4.00,19.9500,119.7000,6
OMER GIFT PACK,4/11.2 OZ BTL,IMPORT,2.00,37.1500,95.9900,3
GUINNESS ANTWERPEN,4/11.2 OZ BTL,IMPORT,14.00,9.1500,46.9900,6
LA CHOUFFE MCCHOUFFE,4/11.2 OZ BTL,IMPORT,3.00,13.3500,68.9900,6
DELIRIUM NOEL,4/11.2 OZ BTL,IMPORT,0.00,24.8500,126.9900,6
CHIMAY GRANDE (BLUE),4/11.2 OZ BTL,IMPORT,17.00,28.3500,146.9900,6
GUINNESS FOREIGN EXTRA,4/11.2 OZ BTL,IMPORT,24.00,9.7500,49.9900,6
TRIPLE KARMELIET,4/11.2 OZ BTL,IMPORT,4.00,21.9500,113.9900,6
KWAK GIFT CASE,4/11.2 OZ BTL,IMPORT,3.00,39.0500,201.9900,6
SAMICHLAUS,4/11.2 OZ BTL,IMPORT,0.00,22.1500,113.9900,6
STRAFFE HENDRIK WILD,4/11.2 OZ BTL,IMPORT,0.00,21.6548,112.4900,6
ST FEUILLIEN SAISON,4/11.2 OZ CAN,IMPORT,2.00,12.1500,62.9900,6
SAM SMITH ORGANIC LAGER,4/12 OZ BTL,IMPORT,12.00,11.4500,58.9900,6
SAM SMITH OATMEAL STOUT,4/12 OZ BTL,IMPORT,16.00,11.3500,58.9900,6
SAM SMITH ORGANIC CHOCOLATE STOUT,4/12 OZ BTL,IMPORT,8.00,12.1500,62.9900,6
WELLS BANANA BREAD,4/12 OZ BTL,IMPORT,12.00,11.9500,61.9900,6
AYINGER CELEBRATOR,4/12 OZ BTL,IMPORT,9.00,14.3500,73.9900,6
UNIBROUE TROIS PISTOLES,4/12 OZ BTL,IMPORT,5.00,12.4500,63.9900,6
SAISON DUPONT,4/12 OZ BTL,IMPORT,6.00,22.8452,118.4900,6
UNIBROUE MAUDITE,4/12 OZ BTL,IMPORT,13.00,12.4500,62.9900,6
ALHAMBRA ROJA,4/12 OZ BTL,IMPORT,7.00,7.9500,41.4900,6
SAM SMITH ORGANIC PALE ALE,4/12 OZ BTL,IMPORT,22.00,11.3500,58.4900,6
SAM SMITH IPA,4/12 OZ BTL,IMPORT,6.00,11.3500,58.4900,6
SAM SMITH APRICOT,4/12 OZ BTL,IMPORT,0.00,15.5500,80.4900,6
SAM SMITH ORGANIC ALE,4/12 OZ BTL,IMPORT,0.00,11.3500,58.4900,6
SAM SMITH NUT BROWN ALE,4/12 OZ BTL,IMPORT,11.00,11.3500,58.4900,6
HOBGOBLIN ENGLISH ALE,4/12 OZ BTL,IMPORT,5.00,9.7500,50.4900,6
UNIBROUE A TOUT LE MONDE MEGADETH,4/12 OZ BTL,IMPORT,11.00,7.5500,38.9900,6
BELHAVEN BLACK,4/14.9 OZ CAN,IMPORT,6.00,10.9500,56.4900,6
WEXFORD IRISH CREAM,4/14.9 OZ CAN,IMPORT,0.00,10.2500,52.9900,6
GUINNESS DRAUGHT STOUT *4 PACK*,4/14.9 OZ CAN,IMPORT,917.00,7.6500,38.9900,6
MURPHYS IRISH STOUT *4 PACK*,4/14.9 OZ CAN,IMPORT,37.00,5.9500,30.9900,6
BENEDIKTINER WEISSBIER,4/16 OZ CAN,IMPORT,0.00,5.7500,29.9900,6
HEINEKEN 4/16 CAN,4/16 OZ CAN,IMPORT,9.00,9.7500,33.2900,4
GREVENSTEINER,4/16 OZ CAN,IMPORT,29.00,8.3500,42.9900,6
BITBURGER RADLER,4/16 OZ CAN,IMPORT,0.00,5.7500,29.9900,6
ABK EDEL,4/16.9 OZ BTL,IMPORT,4.00,7.6500,25.9900,4
ABK SCHWARZBIER,4/16.9 OZ BTL,IMPORT,4.00,7.6500,25.9900,4
ABK PILSNER,4/16.9 OZ BTL,IMPORT,4.00,7.6500,25.9900,4
KROMBACHER PILS,4/16.9 OZ CAN,IMPORT,0.00,4.7500,24.4900,6
PILSNER URQUELL (LUNCH BOX),4/16.9 OZ CAN,IMPORT,0.00,11.9900,40.9900,4
KAPUZINER WEISSE,5 LITER CAN,IMPORT,0.00,22.5000,44.9900,2
KAPUNZER WEISSE,5 LITER CAN,IMPORT,2.00,22.5000,44.9900,2
HOFBRAU OKTOBERFEST 5L,5 LITER CAN,IMPORT,0.00,17.4900,34.9900,2
MONCHSOF KELLER WEIS,5 LITER CAN,IMPORT,0.00,21.9900,43.9900,2
EKU PILS,5 LITER CAN,IMPORT,0.00,22.5000,44.9900,2
MONCHSHOF XMAS,5 LITER CAN,IMPORT,0.00,23.4900,46.9800,2
WEIHENSTEPHANER VARIETY GIFT PACK,5/16.9 OZ BTL,IMPORT,4.00,20.7500,71.4900,4
WEIHENSTEPHANER FEST BIER,50 LTR KEG,IMPORT,0.00,199.9900,199.9900,1
DINKELACKER PILS,50 LTR KEG,IMPORT,0.00,158.9900,158.9900,1
MYTHOS GREEK LAGER,6/11.2 OZ BTL,IMPORT,0.00,13.2500,45.4900,4
OLD SPECKLED HEN APPLE CRUMBLE ALE,6/11.2 OZ BTL,IMPORT,0.00,13.5536,46.9900,4
KONIG WEISS,6/11.2 OZ BTL,IMPORT,5.00,10.2500,34.9900,4
ESTRELLA DAURA GLUTEN FREE,6/11.2 OZ BTL,IMPORT,1.00,12.4500,42.7900,4
RED STRIPE *4/6 PACK*,6/11.2 OZ BTL,IMPORT,10.00,8.5500,29.4900,4
STELLA ARTOIS *4/6 PACK*,6/11.2 OZ BTL,IMPORT,13.00,11.2500,37.7900,4
GUINNESS PALE RYE,6/11.2 OZ BTL,IMPORT,0.00,9.7500,33.2900,4
CARLSBERG ELEPHANT,6/11.2 OZ BTL,IMPORT,12.00,11.2500,37.9900,4
HOEGAARDEN *4/6 PACK*,6/11.2 OZ BTL,IMPORT,4.00,11.7500,39.9900,4
PERONI *4/6 PACK*,6/11.2 OZ BTL,IMPORT,7.00,9.9500,33.9900,4
WEIHENSTEPHANER HEFE WEIS,6/11.2 OZ BTL,IMPORT,36.00,13.2500,45.4900,4
SCHOFFERHOFER  GRAPEFRUIT RADLER,6/11.2 OZ BTL,IMPORT,16.00,10.2500,34.9900,4
EINBECKER PILSNER,6/11.2 OZ BTL,IMPORT,0.00,14.3500,49.4900,4
COOPERS AUSTRALIAN PALE ALE,6/11.2 OZ BTL,IMPORT,4.00,13.5536,46.8900,4
PALM,6/11.2 OZ BTL,IMPORT,7.00,10.7500,36.9900,4
PAULANER LAGER,6/11.2 OZ BTL,IMPORT,8.00,12.1500,41.9900,4
HOFBRAU DUNKEL,6/11.2 OZ BTL,IMPORT,11.00,10.8500,37.9900,4
HARP *4/6 PACK*,6/11.2 OZ BTL,IMPORT,20.00,10.1500,34.9900,4
LEO,6/11.2 OZ BTL,IMPORT,0.00,9.9900,34.4900,4
VAN STEENBERGE VARIETY,6/11.2 OZ BTL,IMPORT,1.00,22.2500,75.9900,4
HACKER-PSCHORR MUNICH GOLD LAGER,6/11.2 OZ BTL,IMPORT,4.00,12.1500,41.9900,4
CARLSBERG BEER,6/11.2 OZ BTL,IMPORT,19.00,10.9500,37.4900,4
KRONENBOURG LAGER,6/11.2 OZ BTL,IMPORT,7.00,11.1500,38.4900,4
SINGHA,6/11.2 OZ BTL,IMPORT,6.00,10.7500,37.9900,4
AUGUSTINERBRAU,6/11.2 OZ BTL,IMPORT,42.00,16.4500,56.9900,4
SOUR POWER VARIETY,6/11.2 OZ BTL,IMPORT,1.00,25.0500,83.9900,4
JEVER PILSENER,6/11.2 OZ BTL,IMPORT,10.00,12.8500,43.9900,4
GUINNESS DRAUGHT STOUT *4/6 PACK*,6/11.2 OZ BTL,IMPORT,12.00,9.7500,33.2900,4
WARSTEINER GRAPEFRUIT,6/11.2 OZ BTL,IMPORT,21.00,5.4700,19.9700,4
EINSTOK DOPPLEBOCK,6/11.2 OZ BTL,IMPORT,-1.00,16.4500,56.9900,4
KROMBACHER DARK,6/11.2 OZ BTL,IMPORT,8.00,10.5500,36.4900,4
KROMBACHER WEIZEN,6/11.2 OZ BTL,IMPORT,6.00,10.5500,36.4900,4
GUINNESS WHEAT,6/11.2 OZ BTL,IMPORT,0.00,9.7500,33.2900,4
RADEBERGER PILSNER,6/11.2 OZ BTL,IMPORT,5.00,9.7500,33.4900,4
WEIHENSTEPHANER ORIGINAL,6/11.2 OZ BTL,IMPORT,36.00,10.9500,37.9700,4
TIGER BEER,6/11.2 OZ BTL,IMPORT,0.00,9.8500,33.4900,4
RODENBACH ALE,6/11.2 OZ BTL,IMPORT,2.00,17.7500,61.5900,4
HOFBRAU WINTER,6/11.2 OZ BTL,IMPORT,0.00,10.3500,35.4900,4
KRONENBOURG BLANC,6/11.2 OZ BTL,IMPORT,11.00,11.2500,38.9900,4
GUINNESS ANNIVERSARY *4/6 PACK*,6/11.2 OZ BTL,IMPORT,22.00,9.6500,32.9900,4
PRIMATOR CZECH MAIBOCK,6/11.2 OZ BTL,IMPORT,0.00,11.8500,40.9900,4
SMITHWICKS *4/6 PACK*,6/11.2 OZ BTL,IMPORT,0.00,9.7500,33.4900,4
HOFBRAU HEFE WEISS,6/11.2 OZ BTL,IMPORT,9.00,10.8500,37.9900,4
HOFBRAU MAIBOCK,6/11.2 OZ BTL,IMPORT,0.00,11.4500,38.9900,4
SAGRES,6/11.2 OZ BTL,IMPORT,11.00,8.7500,29.9900,4
ESTRELLA DAMM LAGER,6/11.2 OZ BTL,IMPORT,0.00,10.5500,35.9900,4
WEIHENSTEPHANER PILSNER,6/11.2 OZ BTL,IMPORT,69.00,13.2500,45.4900,4
GUINNESS NITRO IPA,6/11.2 OZ CAN,IMPORT,0.00,9.2500,31.7900,4
LABATTS LIGHT *4/6 PACK*,6/11.5 OZ BTL,IMPORT,4.00,8.5500,29.2900,4
LABATTS BLUE *4/6 PACK*,6/11.5 OZ BTL,IMPORT,9.00,7.2500,24.7900,4
CORONA *4/6 PACK*,6/12 OZ BTL,IMPORT,11.00,9.5500,32.7900,4
BOHEMIA,6/12 OZ BTL,IMPORT,7.00,7.1500,24.7900,4
MODELO ESPECIAL *4/6 PACK*,6/12 OZ BTL,IMPORT,5.00,9.5500,32.4900,4
TECATE *4/6 PACK*,6/12 OZ BTL,IMPORT,0.00,8.9500,28.4900,4
MODELO NEGRA *4/6 PACK*,6/12 OZ BTL,IMPORT,7.00,9.5500,32.4900,4
EFES PILSNER,6/12 OZ BTL,IMPORT,0.00,10.5500,36.4900,4
CARTA BLANCA,6/12 OZ BTL,IMPORT,22.00,6.0500,20.9900,4
AMSTEL LIGHT *4/6 PACKS*,6/12 OZ BTL,IMPORT,11.00,9.5500,32.7900,4
HEINEKEN *4/6 PACK*,6/12 OZ BTL,IMPORT,18.00,9.5500,32.7900,4
XINGU,6/12 OZ BTL,IMPORT,6.00,13.2500,45.4900,4
KIRIN ICHIBAN,6/12 OZ BTL,IMPORT,4.00,9.2500,31.9900,4
YANJING CHINESE BEER,6/12 OZ BTL,IMPORT,1.00,10.7500,36.9900,4
ABK HELL,6/12 OZ BTL,IMPORT,4.00,7.6500,25.9900,4
DOS EQUIS GREEN *4/6 PACK*,6/12 OZ BTL,IMPORT,8.00,8.4500,28.9900,4
SOL *4/6 PACK*,6/12 OZ BTL,IMPORT,10.00,5.4700,19.9700,4
HEINEKEN LIGHT *4/6 PACK*,6/12 OZ BTL,IMPORT,16.00,9.5500,32.7900,4
BALLANTINE IPA,6/12 OZ BTL,IMPORT,0.00,9.3500,31.9900,4
BECKS *4/6 PACK*,6/12 OZ BTL,IMPORT,13.00,10.4500,35.7900,4
MORITZ SPANISH BEER,6/12 OZ BTL,IMPORT,2.00,12.5500,43.4900,4
BALLANTINE GOLD,6/12 OZ BTL,IMPORT,0.00,3.9700,13.9700,4
